HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Country,Answer.GDPPC,Answer.IDV,Answer.IND,Answer.LTO,Answer.MAS,Answer.PDI,Answer.UAI,Approve,Reject
3CZH926SIBDX7WYR9FV707LOEVM4ED,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3AAPLD8UCCGWVB2D4J9NI1PDJ0MTHS,A2C929NA28XOWX,Submitted,Sat Feb 11 17:55:50 PST 2017,Sat Feb 11 17:57:00 PST 2017,Tue Feb 14 17:57:00 PST 2017,,,,70,0% (0/0),0% (0/0),0% (0/0),Indonesia,"$11,700",14,38,62,46,78,48,,
36BTXXLZ2U7MG03WVLF7ZEK7TKCR4D,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3C2NJ6JBKAGUL8UBO2K4MYDJ5ZIN23,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:05:38 PST 2017,Sat Feb 11 18:06:03 PST 2017,Tue Feb 14 18:06:03 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),Iran,"$18,100",41,40,14,43,58,59,,
36BTXXLZ2U7MG03WVLF7ZEK7TKCR4D,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3QILPRALQ5U57NW04JT5WPQMRZAN86,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:06:47 PST 2017,Sat Feb 11 18:07:39 PST 2017,Tue Feb 14 18:07:39 PST 2017,,,,52,0% (0/0),0% (0/0),0% (0/0),Iran,18100,41,40,14,43,58,59,,
37NXA7GVSS5A7FRYAXJYMSBL0CKLVT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3483FV8BEEIMENOJPLYNKNRXA9U62D,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:14:16 PST 2017,Sat Feb 11 18:14:44 PST 2017,Tue Feb 14 18:14:44 PST 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),Iraq,"$16,500",30,17,25,70,95,85,,
37NXA7GVSS5A7FRYAXJYMSBL0CKLVT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3W2LOLRXLBEAHMQT6F7PVE4NNWUKRB,A2C929NA28XOWX,Submitted,Sat Feb 11 18:13:36 PST 2017,Sat Feb 11 18:19:21 PST 2017,Tue Feb 14 18:19:21 PST 2017,,,,345,0% (0/0),0% (0/0),0% (0/0),Iraq,"$16,500",30,17,25,70,95,85,,
3N2YPY1GI5XW19H6TBWU9XL1RFJEVZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,36ZN444YTRXGEE8PEK59O3K5K5KOIU,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:52:19 PST 2017,Sat Feb 11 17:53:33 PST 2017,Tue Feb 14 17:53:33 PST 2017,,,,74,0% (0/0),0% (0/0),0% (0/0),Ireland,"$69,400",70,65,24,68,28,35,,
3N2YPY1GI5XW19H6TBWU9XL1RFJEVZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3P1L2B7AD1OI4FGVZN2MGJCX19EOL8,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:53:19 PST 2017,Sat Feb 11 17:53:53 PST 2017,Tue Feb 14 17:53:53 PST 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),Ireland,"$69,400",70,65,24,68,28,35,,
3S4TINXCCZM34MWPI88QDXL8SP9OB7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3JRJSWSMQHKFCKDHZ3VQFLO2XLHE3G,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:49:40 PST 2017,Sat Feb 11 17:50:20 PST 2017,Tue Feb 14 17:50:20 PST 2017,,,,40,0% (0/0),0% (0/0),0% (0/0),Israel,"$34,800",54,0,38,47,13,81,,
3S4TINXCCZM34MWPI88QDXL8SP9OB7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3T3IWE1XG6M9841GN9WHRFHEANHTQN,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:08:53 PST 2017,Sat Feb 11 17:10:30 PST 2017,Tue Feb 14 17:10:30 PST 2017,,,,97,0% (0/0),0% (0/0),0% (0/0),Israel,34800,54,0,38,47,13,81,,
3P7RGTLO6DCFVL6IE2G1B5KTQ2EKAO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3NPFYT4IZC3PCWGMPNS2M4YIHWXXGG,A2C929NA28XOWX,Submitted,Sat Feb 11 18:06:45 PST 2017,Sat Feb 11 18:07:44 PST 2017,Tue Feb 14 18:07:44 PST 2017,,,,59,0% (0/0),0% (0/0),0% (0/0),Italy,"$36,300",76,30,61,70,50,75,,
3P7RGTLO6DCFVL6IE2G1B5KTQ2EKAO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3TOK3KHVJTHJPURTVT1CXEUW6P8O7Y,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:49:48 PST 2017,Sat Feb 11 16:50:47 PST 2017,Tue Feb 14 16:50:47 PST 2017,,,,59,0% (0/0),0% (0/0),0% (0/0),Italy,"$36,300",76,30,61,70,50,75,,
3VQTAXTYN2KYHRGMEUKZC3DXABXBU7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3FE7TXL1LIMFO5734UCLQS8OAA5Q2T,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:04:52 PST 2017,Sat Feb 11 18:07:20 PST 2017,Tue Feb 14 18:07:20 PST 2017,,,,148,0% (0/0),0% (0/0),0% (0/0),Jamaica,"$9,000",39,0,0,98,45,13,,
3VQTAXTYN2KYHRGMEUKZC3DXABXBU7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3WJ1OXY92AFYN42BVFO0AJ6MSSC8A8,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:13:19 PST 2017,Sat Feb 11 18:13:58 PST 2017,Tue Feb 14 18:13:58 PST 2017,,,,39,0% (0/0),0% (0/0),0% (0/0),Jamaica,9000,39,0,0,68,45,13,,
3Y3CZJSZ9JS4CJ7W9QYH46QLTG7R5I,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33FBRBDW6OYMGJZ9FTKRGEWASVWC8D,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:59:02 PST 2017,Sat Feb 11 17:59:32 PST 2017,Tue Feb 14 17:59:32 PST 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),Japan,"$38,900",46,42,88,95,54,92,,
3Y3CZJSZ9JS4CJ7W9QYH46QLTG7R5I,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3MD9PLUKKIDKRJXND9TI99NQQ8HZNN,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:03:34 PST 2017,Sat Feb 11 18:06:02 PST 2017,Tue Feb 14 18:06:02 PST 2017,,,,148,0% (0/0),0% (0/0),0% (0/0),Japan,"$38,900",46,42,88,95,54,92,,
3RTFSSG7T75NM4R307OU8UUZ7LMLW3,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3018Q3ZVOIP459H7UOU0101RIKZRA2,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:56:23 PST 2017,Sat Feb 11 17:56:55 PST 2017,Tue Feb 14 17:56:55 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Jordan,"$11,100",30,43,16,45,70,65,,
3RTFSSG7T75NM4R307OU8UUZ7LMLW3,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,35BLDD71I6WXZO6WF0F9JQH3CBJZV4,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:05:31 PST 2017,Sat Feb 11 18:06:47 PST 2017,Tue Feb 14 18:06:47 PST 2017,,,,76,0% (0/0),0% (0/0),0% (0/0),Jordan,11100,30,43,16,45,70,65,,
3QMELQS6Y4A0VN7AE98MWC4LPBIR6Y,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,34Q075JO1XCKBRK84SIS637150U01P,A2C929NA28XOWX,Submitted,Sat Feb 11 18:07:44 PST 2017,Sat Feb 11 18:08:45 PST 2017,Tue Feb 14 18:08:45 PST 2017,,,,61,0% (0/0),0% (0/0),0% (0/0),Kenya,"$3,400",25,0,0,60,70,50,,
3QMELQS6Y4A0VN7AE98MWC4LPBIR6Y,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3DY46V3X3PHIUG7S2LQGQOG9YOA55X,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:08:26 PST 2017,Sat Feb 11 18:09:26 PST 2017,Tue Feb 14 18:09:26 PST 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),Kenya,"$3,400",25,0,0,60,70,50,,
3XBXDSS887I2B4WTACKGAD86GNSLXW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,30BUDKLTXDUIQZ0LDMJJUIMMBH95EY,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:10:12 PST 2017,Sat Feb 11 18:10:35 PST 2017,Tue Feb 14 18:10:35 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),Kuwait,"$71,300",25,0,0,40,90,80,,
3XBXDSS887I2B4WTACKGAD86GNSLXW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3R5F3LQFV2J294XZEOTVOYNVGIMOZR,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:57:16 PST 2017,Sat Feb 11 17:59:20 PST 2017,Tue Feb 14 17:59:20 PST 2017,,,,124,0% (0/0),0% (0/0),0% (0/0),Kuwait,71300,25,0,0,40,90,80,,
3UV0D2KX1LIPDAYN4QFDIP6OQW14FV,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3IGI0VL647J8SFJGB0I1TBGM64ENO9,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:47:19 PST 2017,Sat Feb 11 17:48:17 PST 2017,Tue Feb 14 17:48:17 PST 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),Latvia,25700,70,13,69,9,44,63,,
3UV0D2KX1LIPDAYN4QFDIP6OQW14FV,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3JJVG1YBEBWKJWO13VHTTAG18KUB52,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:48:33 PST 2017,Sat Feb 11 16:49:08 PST 2017,Tue Feb 14 16:49:08 PST 2017,,,,35,0% (0/0),0% (0/0),0% (0/0),Latvia,"$25,700",70,13,69,9,44,63,,
3ZTE0JGGCDRMEROVW84LOHRQAA9OCE,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3N4BPTXIO8R2XEIAA92U0PR7UVXUKO,A2C929NA28XOWX,Submitted,Sat Feb 11 18:05:37 PST 2017,Sat Feb 11 18:06:45 PST 2017,Tue Feb 14 18:06:45 PST 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),Lebanon,"$18,500",40,25,14,65,75,50,,
3ZTE0JGGCDRMEROVW84LOHRQAA9OCE,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3TE3O857307F06M3H91LVIIT6W6R2U,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:52:05 PST 2017,Sat Feb 11 16:52:36 PST 2017,Tue Feb 14 16:52:36 PST 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),Lebanon,"$18,500",40,25,14,65,75,5,,
3QE4DGPGBQAVRAUIFALV0A60RB14GU,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3TUI152ZZBM8ZKP7LQC7L9YJI4S1QO,A2C929NA28XOWX,Submitted,Sat Feb 11 17:59:05 PST 2017,Sat Feb 11 18:00:23 PST 2017,Tue Feb 14 18:00:23 PST 2017,,,,78,0% (0/0),0% (0/0),0% (0/0),Libya,"$14,200",38,34,23,52,80,68,,
3QE4DGPGBQAVRAUIFALV0A60RB14GU,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3Z4AIRP3C6CS8HQJ747ZFHUCF7EX1G,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:04:11 PST 2017,Sat Feb 11 18:04:35 PST 2017,Tue Feb 14 18:04:35 PST 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),Libya,"$14,200",38,34,23,52,80,68,,
3OEWW2KGQIAWJJU9W4ZW8N98VALODE,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,336YQZE83VDG2NSYUK727QRVKJZM53,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:58:04 PST 2017,Sat Feb 11 17:58:34 PST 2017,Tue Feb 14 17:58:34 PST 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),Lithuania,"$29,900",60,16,82,19,42,65,,
3OEWW2KGQIAWJJU9W4ZW8N98VALODE,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3R2UR8A0IAFD49XKD65ARD7K8INOXT,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:03:57 PST 2017,Sat Feb 11 17:08:43 PST 2017,Tue Feb 14 17:08:43 PST 2017,,,,286,0% (0/0),0% (0/0),0% (0/0),Lithuania,29500,60,16,82,19,42,65,,
3PEG1BH7ADQKEVBAKGGX6G4Z8KZKBJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3GNA64GUZE37N2QQMDEJOZB0UKWQ5U,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:47:34 PST 2017,Sat Feb 11 17:49:41 PST 2017,Tue Feb 14 17:49:41 PST 2017,,,,127,0% (0/0),0% (0/0),0% (0/0),Luxembourg,"$102,000",60,56,64,50,40,70,,
3PEG1BH7ADQKEVBAKGGX6G4Z8KZKBJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3VD82FOHKQNP1BMPMA9ND0MA700COG,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:32:24 PST 2017,Sat Feb 11 17:33:50 PST 2017,Tue Feb 14 17:33:50 PST 2017,,,,86,0% (0/0),0% (0/0),0% (0/0),Luxembourg,102000,60,56,64,50,40,70,,
3W31J70BARV3O03GYGCSH0AHQ5ZKCQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3RYC5T2D73SBSDN9J7CXRVQMH6ZPRG,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:02:09 PST 2017,Sat Feb 11 18:02:58 PST 2017,Tue Feb 14 18:02:58 PST 2017,,,,49,0% (0/0),0% (0/0),0% (0/0),Malawi,1100,30,0,0,40,70,50,,
3W31J70BARV3O03GYGCSH0AHQ5ZKCQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3ZPBJO59KP0PEM6GIT98DX7RGEYHDX,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:51:38 PST 2017,Sat Feb 11 17:52:07 PST 2017,Tue Feb 14 17:52:07 PST 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Malawi,"$1,100",30,0,0,40,70,50,,
378G7J1SJKX9GYHBJL1QVZ4FYOLEW9,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33TIN5LC049ZXRJOGD8UD1J4FPX9Y8,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:08:28 PST 2017,Sat Feb 11 18:08:57 PST 2017,Tue Feb 14 18:08:57 PST 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Malaysia,"$27,200",26,57,41,50,100,36,,
378G7J1SJKX9GYHBJL1QVZ4FYOLEW9,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3EJPLAJKEMFCKYRVES717Y14VISZ6D,A2C929NA28XOWX,Submitted,Sat Feb 11 18:00:23 PST 2017,Sat Feb 11 18:01:47 PST 2017,Tue Feb 14 18:01:47 PST 2017,,,,84,0% (0/0),0% (0/0),0% (0/0),Malaysia,"$27,200",26,57,41,50,100,36,,
39O0SQZVJM6JZNLFXJDE2Q4HKM2R7X,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3180JW2OT4BQ1FMDRNUARYZEGP4J5W,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:50:21 PST 2017,Sat Feb 11 17:51:02 PST 2017,Tue Feb 14 17:51:02 PST 2017,,,,41,0% (0/0),0% (0/0),0% (0/0),Malta,"$37,900",59,66,47,47,56,96,,
39O0SQZVJM6JZNLFXJDE2Q4HKM2R7X,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3OVHNO1VE60B576AOFFFD4BWC4EZD4,A3CA5SLHQTNDHU,Submitted,Sat Feb 11 17:17:52 PST 2017,Sat Feb 11 17:18:24 PST 2017,Tue Feb 14 17:18:24 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Malta,"37,900",59,66,47,47,56,96,,
36AZSFEYZ3ZYU65MJKU48PFGOI6BVW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,33JKGHPFYCTKSCY4YK3O17RHB40NMV,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:15:09 PST 2017,Sat Feb 11 18:15:35 PST 2017,Tue Feb 14 18:15:35 PST 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),Mexico,"$18,900",30,97,24,69,81,82,,
36AZSFEYZ3ZYU65MJKU48PFGOI6BVW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:37 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:37 PST 2017,,,3KAKFY4PGU1RSPF3VMLH00MUPEP3IF,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:10:18 PST 2017,Sat Feb 11 18:11:02 PST 2017,Tue Feb 14 18:11:02 PST 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),Mexico,18900,30,97,24,69,81,82,,
